Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VOLKSWAGEN,JETTA,COMPACT,2,4,A,X,10.4,7,8.9,32,205
VOLKSWAGEN,JETTA,COMPACT,2,4,M,X,9.5,6.9,8.4,34,193
VOLKSWAGEN,JETTA TDI (Modified),COMPACT,2,4,A,D,7.6,5.2,6.5,43,175
VOLKSWAGEN,JETTA TDI (Modified),COMPACT,2,4,M,D,7.6,5.1,6.5,43,176
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,A,Z,10,7.3,8.8,32,202
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M,Z,10.3,7.2,8.9,32,205
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,A,Z,5.6,4.9,5.3,53,122
VOLKSWAGEN,PAAT,MID-SIZE,1.8,4,A,X,9.7,6.6,8.3,34,191
VOLKSWAGEN,PAAT,MID-SIZE,1.8,4,M,X,9.8,6.7,8.4,34,193
VOLKSWAGEN,PAAT TDI (Modified),MID-SIZE,2,4,A,D,7.8,5.6,6.9,41,185
VOLKSWAGEN,PAAT TDI (Modified),MID-SIZE,2,4,M,D,7.8,5.3,6.7,42,182
VOLKSWAGEN,PAAT,MID-SIZE,3.6,6,A,Z,11.9,8.5,10.4,27,239
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,A,Z,11.5,9.3,10.5,27,242
VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M,Z,13,9,11.2,25,258
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2,4,A,Z,11.7,9.4,10.7,26,246
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,A,Z,14.1,10.4,12.4,23,292
VOLKSWAGEN,TOUAREG TDI (Modified),SUV - STANDARD,3,6,A,D,11.8,8.1,10.2,28,277
VOLVO,S60 POLESTAR AWD,COMPACT,3,6,A,X,12.8,8.9,11,26,253
VOLVO,S60 T5 ,COMPACT,2,4,A,X,9.8,6.6,8.4,34,193
VOLVO,S60 T5 AWD,COMPACT,2.5,5,A,X,11.6,8.2,10.1,28,232
VOLVO,S60 T6   ,COMPACT,2,4,A,Z,10.1,7.3,8.9,32,205
VOLVO,S60 T6 AWD,COMPACT,3,6,A,X,12.9,9,11.2,25,258
VOLVO,S80 T5,MID-SIZE,2,4,A,X,9.8,6.6,8.4,34,193
VOLVO,S80 T6 AWD,MID-SIZE,3,6,A,X,12.9,9,11.2,25,258
VOLVO,V60 CC,SUV - SMALL,2,4,A,X,9.8,7.6,8.8,32,202
VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,A,X,11.8,8.5,10.3,27,237
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,A,X,12.8,8.9,11,26,253
VOLVO,V60 T5,STATION WAGON - SMALL,2,4,A,X,9.8,6.6,8.4,34,193
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,A,X,11.6,8.2,10.1,28,232
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3,6,A,X,12.9,9,11.2,25,258
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,A,X,13.1,9.5,11.5,25,264
VOLVO,XC60 T5,SUV - SMALL,2,4,A,X,9.8,7.6,8.8,32,202
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,A,X,13,9.4,11.4,25,262
VOLVO,XC60 T6  ,SUV - SMALL,2,4,A,Z,10.7,7.8,9.4,30,216
VOLVO,XC60 T6 AWD,SUV - SMALL,3,6,A,X,13.6,9.9,11.9,24,274
VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,A,X,13.1,9.1,11.3,25,260
VOLVO,XC70 T5,SUV - SMALL,2,4,A,X,9.8,7.6,8.8,32,202
VOLVO,XC70 T6 AWD,SUV - SMALL,3,6,A,X,13.6,9.9,11.9,24,274
ACURA,ILX,COMPACT,2.4,4,A,Z,9.3,6.6,8.1,35,189
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,A,Z,12.7,9.1,11.1,25,254
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,A,Z,12.2,9.1,10.7,26,251
ACURA,RDX AWD,SUV - SMALL,3.5,6,A,Z,12.4,8.6,10.7,26,249
ACURA,RLX,MID-SIZE,3.5,6,A,Z,11.9,7.7,10,28,235
ACURA,RLX HYBRID,MID-SIZE,3.5,6,A,Z,8,7.5,7.7,37,180
ACURA,TLX,COMPACT,2.4,4,A,Z,9.6,6.6,8.3,34,196
ACURA,TLX SH-AWD,COMPACT,3.5,6,A,Z,11.2,7.5,9.6,29,226
ALFA ROMEO,4C,TWO-SEATER,1.8,4,A,Z,9.7,6.9,8.4,34,197
ATON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A,Z,18,12.6,15.6,18,365
ATON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A,Z,16.8,10.9,14.2,20,332
ATON MARTIN,VANQUISH,MINICOMPACT,6,12,A,Z,17.6,11.4,14.8,19,346
ATON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,A,Z,17.4,11.3,14.7,19,343
ATON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M,Z,18.1,12.3,15.5,18,362
ATON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,A,Z,17.4,11.3,14.7,19,343
ATON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M,Z,18.1,12.3,15.5,18,362
ATON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,A,Z,17.4,11.3,14.7,19,343
ATON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,M,Z,18.1,12.3,15.5,18,362
ATON MARTIN,V12 VANTAGE S,TWO-SEATER,6,12,A,Z,19.5,12.8,16.5,17,390
AUDI,A3,SUBCOMPACT,1.8,4,A,X,10,7.1,8.7,32,204
AUDI,A3 QUATTRO,SUBCOMPACT,2,4,A,X,9.8,7.2,8.6,33,201
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,A,X,10.1,7.5,8.9,32,208
AUDI,A,COMPACT,2,4,A,Z,9.9,7.6,8.9,32,212
AUDI,A QUATTRO,COMPACT,2,4,A,Z,11,7.8,9.6,29,224
AUDI,A QUATTRO,COMPACT,2,4,M,Z,10.6,7.3,9.1,31,214
AUDI,A ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,A,Z,11.2,8.4,9.9,29,232
AUDI,A QUATTRO,SUBCOMPACT,2,4,A,Z,11,7.8,9.6,29,224
AUDI,A QUATTRO,SUBCOMPACT,2,4,M,Z,10.6,7.3,9.1,31,214
AUDI,A CABRIOLET QUATTRO,SUBCOMPACT,2,4,A,Z,11.3,8,9.8,29,230
AUDI,A QUATTRO,MID-SIZE,2,4,A,Z,10.8,7.3,9.2,31,211
AUDI,A QUATTRO,MID-SIZE,3,6,A,Z,11.6,7.9,9.9,29,232
AUDI,A QUATTRO TDI (Modified),MID-SIZE,3,6,A,D,9.4,6.2,7.8,36,213
AUDI,A QUATTRO,MID-SIZE,3,6,A,Z,11.6,7.9,9.9,29,232
AUDI,A QUATTRO TDI (Modified),MID-SIZE,3,6,A,D,9.4,6.2,7.8,36,213
AUDI,A QUATTRO,MID-SIZE,3,6,A,Z,12.6,8,10.5,27,247
AUDI,A QUATTRO,MID-SIZE,4,8,A,Z,12.9,8,10.7,26,249
AUDI,A QUATTRO TDI (Modified),MID-SIZE,3,6,A,D,9.8,6.5,8.4,34,224
AUDI,AL QUATTRO,FULL-SIZE,4,8,A,Z,13.1,8.3,10.9,26,255
AUDI,AL QUATTRO,FULL-SIZE,6.3,12,A,Z,17.8,10.8,14.6,19,344
AUDI,Q3,COMPACT,2,4,A,Z,12,8.2,10.3,27,242
AUDI,Q3 QUATTRO,COMPACT,2,4,A,Z,11.9,8.4,10.3,27,240
AUDI,Q5 QUATTRO,SUV - SMALL,2,4,A,Z,12,8.5,10.4,27,244
AUDI,Q5 QUATTRO,SUV - SMALL,3,6,A,Z,13.2,9.2,11.4,25,267
AUDI,Q5 QUATTRO TDI (Modified),SUV - SMALL,3,6,A,D,10.2,7.8,9,31,244
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2,4,A,Z,9.8,7.9,8.9,32,209
AUDI,RS 7 QUATTRO,MID-SIZE,4,8,A,Z,16.6,9.4,13.3,21,313
AUDI,S3 QUATTRO,SUBCOMPACT,2,4,A,Z,10.1,7.7,9,31,211
AUDI,S4 QUATTRO,COMPACT,3,6,A,Z,13,8.5,11,26,257
AUDI,S4 QUATTRO,COMPACT,3,6,M,Z,13.8,9,11.7,24,273
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,A,Z,13,8.5,11,26,257
AUDI,S5 QUATTRO,SUBCOMPACT,3,6,M,Z,13.8,9,11.7,24,273
AUDI,S5 CABRIOLET QUATTRO,SUBCOMPACT,3,6,A,Z,13.3,9.1,11.4,25,266
AUDI,S6 QUATTRO,MID-SIZE,4,8,A,Z,13.3,8.8,11.3,25,263
AUDI,S7 QUATTRO,MID-SIZE,4,8,A,Z,13.4,8.8,11.4,25,265
AUDI,S8 QUATTRO,MID-SIZE,4,8,A,Z,15.7,9.4,12.8,22,300
AUDI,SQ5 QUATTRO,SUV - SMALL,3,6,A,Z,14.1,9.9,12.2,23,285
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,A,X,10.1,7.8,9.1,31,209
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,A,X,10.1,7.8,9.1,31,209
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2,4,A,Z,10.3,8.6,9.5,30,222
BENTLEY,CONTINENTAL GT,COMPACT,4,8,A,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL GT,COMPACT,6,12,A,Z,18.9,11.2,15.4,18,360
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,A,Z,17.7,10.3,14.4,20,337
BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,A,Z,19.6,11.7,16,18,375
BENTLEY,FLYING SPUR,MID-SIZE,4,8,A,Z,17.7,10,14.2,20,334
BENTLEY,FLYING SPUR,MID-SIZE,6,12,A,Z,20.3,11.9,16.5,17,388
BENTLEY,MULSANNE,MID-SIZE,6.8,8,A,Z,21,13.1,17.5,16,408
BMW,228i,SUBCOMPACT,2,4,A,Z,9.9,6.5,8.4,34,197
BMW,228i,SUBCOMPACT,2,4,M,Z,10.7,7,9,31,211
BMW,228i xDRIVE,SUBCOMPACT,2,4,A,Z,10.4,6.8,8.8,32,207
BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,320i,COMPACT,2,4,A,Z,9.9,6.5,8.4,34,197
BMW,320i,COMPACT,2,4,M,Z,10.7,7,9,31,211
BMW,320i xDRIVE,COMPACT,2,4,A,Z,10.4,6.8,8.8,32,207
BMW,328d xDRIVE,COMPACT,2,4,A,D,7.7,5.7,6.8,42,183
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,A,D,7.7,5.7,6.8,42,183
BMW,328i xDRIVE,COMPACT,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,A,Z,12,7.9,10.2,28,238
BMW,340i,COMPACT,3,6,A,Z,10.9,7.2,9.3,30,217
BMW,340i,COMPACT,3,6,M,Z,11.6,7.8,9.9,29,231
BMW,340i xDRIVE,COMPACT,3,6,A,Z,10.9,7.3,9.3,30,216
BMW,340i xDRIVE,COMPACT,3,6,M,Z,11.9,8.3,10.3,27,241
BMW,428i CABRIOLET,SUBCOMPACT,2,4,A,Z,10.8,6.7,8.9,32,211
BMW,428i COUPE,COMPACT,2,4,A,Z,9.9,6.5,8.4,34,197
BMW,428i COUPE,COMPACT,2,4,M,Z,10.7,7,9,31,211
BMW,428i GRAN COUPE,COMPACT,2,4,A,Z,10.8,6.7,8.9,32,211
BMW,428i GRAN COUPE,COMPACT,2,4,M,Z,10.9,6.8,9,31,210
BMW,428i xDRIVE CABRIOLET,SUBCOMPACT,2,4,A,Z,11.3,7.1,9.4,30,221
BMW,428i xDRIVE COUPE,COMPACT,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,428i xDRIVE GRAN COUPE,COMPACT,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,435i CABRIOLET,SUBCOMPACT,3,6,A,Z,11.8,7.6,9.9,29,232
BMW,435i COUPE,COMPACT,3,6,A,Z,11.6,7.7,9.9,29,232
BMW,435i COUPE,COMPACT,3,6,M,Z,12.1,8.4,10.5,27,246
BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,435i xDRIVE COUPE,COMPACT,3,6,A,Z,12,7.9,10.2,28,238
BMW,435i xDRIVE COUPE,COMPACT,3,6,M,Z,12.3,8.4,10.5,27,247
BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,A,Z,12,7.9,10.2,28,238
BMW,528i xDRIVE,MID-SIZE,2,4,A,Z,10.5,6.9,8.9,32,209
BMW,535d xDRIVE,MID-SIZE,3,6,A,D,9.2,6.3,7.9,36,212
BMW,535i xDRIVE,MID-SIZE,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,535i xDRIVE GRAN TURISMO,FULL-SIZE,3,6,A,Z,13,9.1,11.2,25,263
BMW,550i xDRIVE,MID-SIZE,4.4,8,A,Z,14.4,9.6,12.3,23,288
BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,A,Z,14.3,9.3,12.1,23,283
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,A,Z,11.9,8.1,10.2,28,238
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,A,Z,14.3,9.3,12.1,23,283
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,A,Z,14.4,9.6,12.3,23,288
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,A,Z,14.3,9.3,12.1,23,283
BMW,750i xDRIVE,FULL-SIZE,4.4,8,A,Z,14.3,9.3,12.1,23,283
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,A,Z,14.3,9.3,12.1,23,283
BMW,ACTIVEHYBRID 5,MID-SIZE,3,6,A,Z,10.6,7.9,9.4,30,219
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,A,Z,14.3,9.3,12.1,23,283
BMW,M2,SUBCOMPACT,3,6,A,Z,11.8,8.8,10.4,27,244
BMW,M2,SUBCOMPACT,3,6,M,Z,12.7,9.2,11.1,25,260
BMW,M235i,SUBCOMPACT,3,6,A,Z,11.6,7.7,9.9,29,232
BMW,M235i,SUBCOMPACT,3,6,M,Z,11.9,8.6,10.4,27,245
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,A,Z,11.6,7.7,9.9,29,232
BMW,M235i CABRIOLET,SUBCOMPACT,3,6,M,Z,12.1,8.4,10.5,27,246
BMW,M235i xDRIVE,SUBCOMPACT,3,6,A,Z,12,7.9,10.2,28,238
BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,A,Z,12,7.9,10.2,28,238
BMW,M3,COMPACT,3,6,A,Z,14.1,9.7,12.1,23,284
BMW,M3,COMPACT,3,6,M,Z,13.7,9,11.6,24,271
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,A,Z,14.2,9.6,12.1,23,282
BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M,Z,14.1,9,11.8,24,278
BMW,M4 COUPE,COMPACT,3,6,A,Z,14.1,9.7,12.1,23,284
BMW,M4 COUPE,COMPACT,3,6,M,Z,13.7,9,11.6,24,271
BMW,M,MID-SIZE,4.4,8,A,Z,17.3,11.5,14.7,19,344
BMW,M,MID-SIZE,4.4,8,M,Z,16.1,10.9,13.7,21,321
BMW,M,COMPACT,4.4,8,A,Z,17.3,11.5,14.7,19,344
BMW,M,COMPACT,4.4,8,M,Z,16.1,10.9,13.7,21,321
BMW,M CABRIOLET,SUBCOMPACT,4.4,8,A,Z,17.3,11.5,14.7,19,344
BMW,M CABRIOLET,SUBCOMPACT,4.4,8,M,Z,16.1,10.9,13.7,21,321
BMW,M GRAN COUPE,COMPACT,4.4,8,A,Z,17.3,11.5,14.7,19,344
BMW,M GRAN COUPE,COMPACT,4.4,8,M,Z,16.1,10.9,13.7,21,321
BMW,X1 xDRIVE28i,SUV - SMALL,2,4,A,Z,10.7,7.4,9.2,31,215
BMW,X3 xDRIVE28d,SUV - SMALL,2,4,A,D,8.6,6.9,7.9,36,211
BMW,X3 xDRIVE28i,SUV - SMALL,2,4,A,Z,11.1,8.4,9.9,29,231
BMW,X3 xDRIVE35i,SUV - SMALL,3,6,A,Z,12.7,8.8,10.9,26,257
BMW,X4 M40i,SUV - SMALL,3,6,A,Z,12.8,9.5,11.3,25,264
BMW,X4 xDRIVE28i,SUV - SMALL,2,4,A,Z,11.7,8.4,10.2,28,238
BMW,X4 xDRIVE35i,SUV - SMALL,3,6,A,Z,12.7,8.8,10.9,26,257
BMW,X5 M,SUV - STANDARD,4.4,8,A,Z,16.6,12.1,14.6,19,343
BMW,X5 xDRIVE35d,SUV - STANDARD,3,6,A,D,10,7.6,8.9,32,233
BMW,X5 xDRIVE35i,SUV - STANDARD,3,6,A,Z,13,9.7,11.5,25,269
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,A,Z,15.7,11.4,13.8,20,322
BMW,X6 M,SUV - STANDARD,4.4,8,A,Z,16.6,12.1,14.6,19,343
BMW,X6 xDRIVE35i,SUV - STANDARD,3,6,A,Z,13,9.7,11.5,25,269
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,A,Z,15.7,11.4,13.8,20,322
BMW,Z4 sDRIVE28i,TWO-SEATER,2,4,A,Z,10.7,7.1,9.1,31,212
BMW,Z4 sDRIVE28i,TWO-SEATER,2,4,M,Z,10.7,7,9,31,211
BMW,Z4 sDRIVE35i,TWO-SEATER,3,6,A,Z,13.7,10,12.1,23,282
BMW,Z4 sDRIVE35is,TWO-SEATER,3,6,A,Z,13.7,10,12.1,23,282
BUICK,ENCLAE,SUV - STANDARD,3.6,6,A,X,15.8,10.6,13.4,21,315
BUICK,ENCLAE AWD,SUV - STANDARD,3.6,6,A,X,16.1,10.8,13.7,21,323
BUICK,ENCORE,SUV - SMALL,1.4,4,A,X,9.5,7.2,8.5,33,199
BUICK,ENCORE AWD,SUV - SMALL,1.4,4,A,X,10.2,8,9.2,31,215
BUICK,ENCORE SPORT TOURING,SUV - SMALL,1.4,4,A,X,8.5,6.9,7.8,36,182
BUICK,ENCORE SPORT TOURING AWD,SUV - SMALL,1.4,4,A,X,8.9,7.4,8.2,34,192
BUICK,ENVISION AWD,SUV - SMALL,2,4,A,Z,11.8,9.1,10.6,27,248
BUICK,LACROSSE FFV,MID-SIZE,3.6,6,A,X,13.7,8.6,11.4,25,268
BUICK,LACROSSE FFV,MID-SIZE,3.6,6,A,E,18.7,12.4,15.8,18,260
BUICK,LACROSSE eAIST,MID-SIZE,2.4,4,A,X,9.6,6.5,8.2,34,193
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,A,X,13.8,9,11.7,24,274
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,A,E,18.5,12.5,15.8,18,263
BUICK,REGAL,MID-SIZE,2,4,A,Z,11.4,7.9,9.8,29,231
BUICK,REGAL,MID-SIZE,2,4,M,Z,11.6,7.6,9.8,29,230
BUICK,REGAL eAIST,MID-SIZE,2.4,4,A,X,9.6,6.5,8.2,34,193
BUICK,REGAL AWD,MID-SIZE,2,4,A,Z,12.4,8.7,10.7,26,252
BUICK,VERANO,COMPACT,2,4,A,Z,11.4,7.9,9.8,29,231
BUICK,VERANO,COMPACT,2,4,M,Z,11.6,7.6,9.8,29,230
BUICK,VERANO,COMPACT,2.4,4,A,X,11.3,7.4,9.6,29,224
CADILLAC,ATS,COMPACT,2,4,A,Z,10.5,7.6,9.2,31,215
CADILLAC,ATS,COMPACT,2,4,M,Z,12,8.1,10.3,27,240
CADILLAC,ATS,COMPACT,2.5,4,A,X,10.6,7.3,9.1,31,214
CADILLAC,ATS,COMPACT,3.6,6,A,X,11.6,7.9,9.9,29,233
CADILLAC,ATS AWD,COMPACT,2,4,A,Z,10.8,7.8,9.4,30,221
CADILLAC,ATS AWD,COMPACT,3.6,6,A,X,12.2,8.5,10.5,27,247
CADILLAC,ATS-V,COMPACT,3.6,6,A,Z,14.7,9.8,12.5,23,293
CADILLAC,ATS-V,COMPACT,3.6,6,M,Z,14.2,10.2,12.4,23,289
CADILLAC,CT6,FULL-SIZE,2,4,A,Z,11,7.6,9.5,30,222
CADILLAC,CT6 AWD,FULL-SIZE,3,6,A,Z,13,9,11.2,25,263
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,A,X,12.8,8.7,11,26,257
CADILLAC,CTS,MID-SIZE,2,4,A,Z,11,7.6,9.5,30,221
CADILLAC,CTS,MID-SIZE,3.6,6,A,X,11.6,7.9,9.9,29,233
CADILLAC,CTS AWD,MID-SIZE,2,4,A,Z,11.2,8.1,9.8,29,229
CADILLAC,CTS AWD,MID-SIZE,3.6,6,A,X,12.2,8.5,10.5,27,247
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,A,Z,14.7,9.8,12.5,23,293
CADILLAC,CTS-V,MID-SIZE,6.2,8,A,Z,16.6,11.1,14.1,20,332
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A,Z,16,11.2,13.9,20,325
CADILLAC,SRX,SUV - STANDARD,3.6,6,A,X,14.2,9.8,12.3,23,287
CADILLAC,SRX AWD,SUV - STANDARD,3.6,6,A,X,14.8,10.4,12.8,22,300
CADILLAC,XTS,FULL-SIZE,3.6,6,A,X,13.6,8.6,11.3,25,263
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,A,X,13.9,8.9,11.6,24,273
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,A,Z,15,10.2,12.8,22,302
CHEVROLET,CAARO,COMPACT,2,4,A,Z,10.9,7.5,9.3,30,218
CHEVROLET,CAARO,COMPACT,2,4,M,Z,11.4,7.9,9.8,29,229
CHEVROLET,CAARO,COMPACT,3.6,6,A,X,12.3,8.5,10.6,27,248
CHEVROLET,CAARO,COMPACT,3.6,6,M,X,13.2,8.7,11.2,25,261
CHEVROLET,CAARO SS,COMPACT,6.2,8,A,Z,14.2,8.4,11.6,24,272
CHEVROLET,CAARO SS,COMPACT,6.2,8,M,Z,14.3,9.4,12.1,23,284
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2,4,A,X,9.7,9,9.4,30,220
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A,X,11.9,8.9,10.5,27,247
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,9.1,10.8,26,253
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A,D,10.8,7.7,9.4,30,252
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A,X,13,9.2,11.3,25,265
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A,X,12.7,9.6,11.3,25,265
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A,D,12,8.2,10.3,27,277
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,13.6,9.9,11.9,24,279
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,A,Z,14.6,8.1,11.7,24,275
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M,Z,13.7,8.2,11.2,25,263
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,A,Z,17.7,10.2,14.3,20,335
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M,Z,15.7,10.6,13.4,21,313
CHEVROLET,CRUZE,COMPACT,1.4,4,A,X,7.8,5.6,6.8,42,159
CHEVROLET,CRUZE,COMPACT,1.4,4,M,X,8.2,5.8,7.1,40,167
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,A,X,7.8,5.9,6.9,41,160
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,A,X,9.1,6.3,7.8,36,184
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.4,4,M,X,9,6.2,7.8,36,182
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,A,X,10.5,6.8,8.8,32,207
CHEVROLET,CRUZE LIMITED,MID-SIZE,1.8,4,M,X,9.4,6.6,8.1,35,190
CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,A,X,9,6.1,7.7,37,181
CHEVROLET,CRUZE LIMITED ECO,MID-SIZE,1.4,4,M,X,8.4,5.6,7.1,40,167
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A,X,10.5,7.3,9.1,31,214
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A,X,14.2,9.5,12.1,23,285
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A,X,10.5,7.3,9.1,31,214
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A,E,15.6,10.8,13.4,21,221
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A,X,11.5,8.2,10,28,235
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A,X,14.9,10.1,12.8,22,300
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A,X,11.5,8.2,10,28,235
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A,E,16.3,11.6,14.2,20,236
CHEVROLET,EXPRESS 2500 PAENGER,VAN - PAENGER,6,8,A,X,22,14.9,18.8,15,441
CHEVROLET,EXPRESS 3500 PAENGER,VAN - PAENGER,6,8,A,X,23,16,19.8,14,465
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,A,X,10.6,7.5,9.2,31,215
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,A,X,12.5,8.2,10.6,27,248
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,A,E,17,11.5,14.5,19,239
CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,A,X,13.9,9.3,11.9,24,272
CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,A,N,15.2,9.5,12.7,22,213
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A,X,8.7,6.3,7.6,37,179
CHEVROLET,MALIBU,MID-SIZE,2,4,A,Z,10.6,7.1,9,31,211
CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,A,X,10,7,8.6,33,202
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,A,X,5,5.1,5.1,55,122
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.6,10.4,12.7,22,298
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16.1,11.4,14,20,328
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.5,10,11.9,24,280
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A,E,19.3,14.4,17.1,17,284
